date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:52:21	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22693afc33-239b%22	https://themewagon.github.io/robots.txt		(from )
13:52:21	36189/36189	---M-Z	200	added ('OK')	text/html	etag:W/%226931ef3f-8d5d%22	https://themewagon.github.io/Muvid/	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/index.html	(from )
13:52:22	140421/140421	---M-Z	200	added ('OK')	text/css	etag:W/%226931ef3f-22485%22	https://themewagon.github.io/Muvid/css/bootstrap.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/bootstrap.min.css	(from https://themewagon.github.io/Muvid/)
13:52:22	13553/13553	---M-Z	200	added ('OK')	text/css	etag:W/%226931ef3f-34f1%22	https://themewagon.github.io/Muvid/css/style.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/style.css	(from https://themewagon.github.io/Muvid/)
13:52:23	9043/9043	---M-Z	200	added ('OK')	text/css	etag:W/%226931ef3f-2353%22	https://themewagon.github.io/Muvid/css/responsive.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/responsive.css	(from https://themewagon.github.io/Muvid/)
13:52:23	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/Muvid/images/fevicon.png	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/images/fevicon.png	(from https://themewagon.github.io/Muvid/)
13:52:23	42839/42839	---M-Z	200	added ('OK')	text/css	etag:W/%226931ef3f-a757%22	https://themewagon.github.io/Muvid/css/jquery.mCustomScrollbar.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/jquery.mCustomScrollbar.min.css	(from https://themewagon.github.io/Muvid/)
13:52:24	21658/21658	---MCZ	200	added ('OK')	text/css	etag:W/%221f9e9d1a5a1d347d945ef4b7727f2ea0%22	https://netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/netdna.bootstrapcdn.com/font-awesome/4.0.3/css/font-awesome.css	(from https://themewagon.github.io/Muvid/)
13:52:24	3248/3248	---M-Z	200	added ('OK')	text/css	etag:W/%226931ef3f-cb0%22	https://themewagon.github.io/Muvid/css/owl.carousel.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/owl.carousel.min.css	(from https://themewagon.github.io/Muvid/)
13:52:24	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://themewagon.github.io/Muvid/css/owl.theme.default.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/css/owl.theme.default.min.css	(from https://themewagon.github.io/Muvid/)
13:52:25	3885/3885	---M-Z	200	added ('OK')	text/css	etag:%225eb03e58-f2d%22	https://cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/cdnjs.cloudflare.com/ajax/libs/fancybox/2.1.5/jquery.fancybox.min.css	(from https://themewagon.github.io/Muvid/)
13:52:25	36189/36189	---M-Z	200	added ('OK')	text/html	etag:W/%226931ef3f-8d5d%22	https://themewagon.github.io/Muvid/index.html	C:/Users/rafiq/OneDrive/Desktop/Clean/MUVID/themewagon.github.io/Muvid/index-2.html	(from https://themewagon.github.io/Muvid/)
